id;firstname;lastname;title;sex;country;birthdate;deathdate;birthplace;deathplace
12788;Arturo;Faldi;\N;M;IT;1856-00-00;1911-00-00;Florence;Florence
12789;Lina;Bouvier Bardelli;\N;F;IT;1879-00-00;1964-00-00;Milan;Caronno Varesino
12790;Pietro;Bouvier;\N;M;IT;1839-00-00;1927-00-00;Milan;Milan
12791;Gerolamo;Graffigna;\N;M;IT;1861-00-00;1932-00-00;Voltri;Genoa
12792;Aurora;Crespi Gilardelli;\N;F;IT;1864-00-00;1905-00-00;Milan;Milan
12793;Jean André;Rixens;\N;M;FR;1846-00-00;1924-00-00;Saint-Gaudens;Paris
12794;Willi;Maillard;\N;M;DE;1879-00-00;1945-00-00;Berlin;Konstanz
12795;Erik;Richter;\N;M;DE;1889-00-00;1981-00-00;Berlin;Plön
12796;\N;Roussel;\N;\N;\N;\N;\N;\N;\N
12797;Wilhelm;Wadler;\N;M;DE;1884-00-00;1964-00-00;Krakow;Troy, New York
12798;Jakob Friedrich;Wilhelm;\N;M;\N;\N;\N;\N;\N
12799;Giuseppe;Signorini;\N;M;IT;1857-00-00;1932-00-00;Rome;Rome
12800;Adele;Martignoni;\N;F;IT;1857-00-00;1924-00-00;Bergamo;Milan
12801;Domenico;Cifani;\N;M;IT;1884-00-00;1942-00-00;L'Aquila;L'Aquila
12802;Angiolo;Achini;\N;M;IT;1850-00-00;1930-00-00;Milan;Milan
12803;Dario;Santini;\N;M;\N;\N;\N;\N;\N
12804;Annie;Pavia;\N;F;\N;\N;\N;\N;\N
12805;Giuseppina;Broggi;\N;F;\N;\N;\N;\N;\N
12806;Erminio;Rossi;\N;M;IT;1871-00-00;1942-00-00;Sannazzaro de' Burgondi;Pavia
12807;Renzo;Weiss;\N;M;IT;1856-00-00;1931-00-00;Trento;Milan
12808;Válerie;Rubini;\N;F;\N;\N;\N;\N;\N
12809;Enea;Ballarini;\N;M;IT;1853-00-00;1939-00-00;Bologna;Trieste
12810;Irene;Sala Valentini;\N;F;IT;1864-00-00;1934-00-00;Milan;Milan
12811;Ludovico;Marchetti;\N;M;IT;1853-00-00;1909-00-00;Rome;Paris
12812;Giovanni;Bedini;\N;M;IT;1844-00-00;1924-00-00;Bologna;Bologna
12813;Virginia;Sassi;\N;F;\N;\N;\N;\N;\N
12814;Francesco Raffaello;Santoro;\N;M;IT;1844-00-00;1927-00-00;Cosenza;Rome
12815;Tito;Aguiari;\N;M;IT;1834-00-00;1908-00-00;Adria;Trieste
12816;Domingo;Motta;\N;M;IT;1872-00-00;1962-00-00;Genoa;Pegli
12817;Cipriano;Cei;\N;M;IT;1867-00-00;1922-00-00;Biella;Rome
12818;Gaetano;Esposito;\N;M;IT;1858-00-00;1911-00-00;Salerno;Sala Consilina
12819;Francesca;Vescovi;\N;F;\N;\N;\N;\N;\N
12820;Karl;Dick;\N;M;DE;1884-00-00;1967-00-00;Niedereggenen;Basel
12821;Rosa;Paul;\N;F;DE;1884-00-00;1936-00-00;\N;\N
12822;\N;Mignon;\N;\N;\N;\N;\N;\N;\N
12823;Domenico;Mazzoni;\N;M;IT;1852-00-00;1923-00-00;Caneva;Udine
12824;Lodovico;Spagnolini;\N;M;\N;\N;\N;\N;\N
12825;Michele;Bianchi;\N;M;\N;\N;\N;\N;\N
12826;Carlo;Adamoli;\N;M;\N;\N;\N;\N;\N
12827;Emilia;Tantini;\N;F;\N;\N;\N;\N;\N
12828;Giovanni;Rava;\N;M;IT;1874-00-00;1944-00-00;Alba, Piedmont;Agliè
12829;Marco;Davanzo;\N;M;IT;1872-00-00;1955-00-00;Ampezzo;Ampezzo
12830;Gianluigia;Benella;\N;F;\N;\N;\N;\N;\N
12831;Alberto;Santillo;\N;M;IT;1882-00-00;\N;Santa Maria Capua Vetere;\N
12832;Lucia;Crotti;\N;F;IT;1877-00-00;1960-00-00;Monza;Torre Pellice
12833;Ferdinando;Villa;\N;M;IT;1875-00-00;1928-00-00;Vigevano;Vigevano
12834;Riccardo;Fainardi;\N;M;IT;1865-00-00;1959-00-00;Collecchio;Collecchio
12835;Giovanni;Apollonio;\N;M;IT;1879-00-00;1930-00-00;Treviso;Treviso
12836;Adolfo;Besozzi;\N;M;IT;1844-00-00;1908-00-00;Lodi;Briosco
12837;Gerardo;Bianchi;\N;M;IT;1845-00-00;1922-00-00;Monza;Monza
12838;Guerrino;Augusti;\N;M;\N;\N;\N;\N;\N
12839;Giuseppe;Castiglione;\N;M;IT;1829-00-00;1908-00-00;Naples;Paris
12840;Luigi;Minasoli;\N;M;\N;\N;\N;\N;\N
12841;Nicolò;Giannone;\N;M;IT;1848-00-00;1915-00-00;Palermo;Palermo
12842;Dina;Majocchi;\N;F;\N;\N;\N;\N;\N
12843;Eliseo Fausto;Coppini;\N;M;IT;1870-00-00;1945-00-00;Milan;Buenos Aires
12844;Alberto;Rossi;\N;M;IT;1858-00-00;1936-00-00;Turin;Turin
12845;Margherita;Confalonieri;\N;F;IT;1887-00-00;1957-00-00;Milan;Milan
12846;Gianluigi;Benella;\N;M;\N;\N;\N;\N;\N
12847;Giuseppe;Grondona;\N;M;IT;\N;\N;\N;\N
12848;Philipp;Helmer;\N;M;DE;1846-00-00;1912-00-00;Trippstadt;Olching
12849;Antonio;Rubino;\N;M;IT;1880-00-00;1964-00-00;San Remo;Baiardo
12850;Domenico;Rambelli;\N;M;IT;1886-00-00;1972-00-00;Faenza;Rome
12851;François;Maréchal;\N;M;BE;1861-00-00;1945-00-00;Housse;Liège
12852;Vincenzo;Zanutto;\N;M;\N;\N;\N;\N;\N
12853;Ciro;Banchieri;\N;M;\N;\N;\N;\N;\N
12854;Sofia De;Muralt;\N;F;IT;1880-00-00;\N;Naples;\N
12855;Francesco;Bozzetti;\N;M;IT;1876-00-00;1949-00-00;Lecce;Borgoratto Alessandrino
12856;Marino;Lenci;\N;M;IT;1874-00-00;1939-00-00;Naples;Naples
12857;Odetta;Mazzinghi;\N;F;\N;\N;\N;\N;\N
12858;Arturo;Viligiardi;\N;M;IT;1869-00-00;1936-00-00;Siena;Alessandria
12859;Vincenzo;Jerace;\N;M;IT;1862-00-00;1947-00-00;Polistena;Rome
12860;Fausto;Fontana;\N;M;IT;\N;\N;\N;\N
12861;Carlo;Casanova;\N;M;IT;1871-00-00;1950-00-00;Crema;Quarna Sotto
12862;Domenico;Buratti;\N;M;IT;1881-00-00;1960-00-00;Nole;Turin
12863;Quintilio;Michetti;\N;M;IT;1850-00-00;1943-00-00;Tocco da Casauria;Rome
12864;Enrico;Sibellato;\N;M;\N;\N;\N;\N;\N
12865;Andrea;Bissoni;\N;\N;\N;\N;\N;\N;\N
12866;Sonia;Lewitzka;\N;F;PL;1882-00-00;1937-00-00;Częstochowa;Paris
12867;Giuseppe;Cominetti;\N;M;IT;1882-00-00;1930-00-00;Salasco;Rome
12868;G.;Bonomi;\N;\N;\N;\N;\N;\N;\N
12869;Gennaro;Pardo;\N;M;IT;1865-00-00;1927-00-00;Castelvetrano;Castelvetrano
12870;Babette;Arnous;\N;F;\N;\N;\N;\N;\N
12871;M.;Paglieri;\N;\N;\N;\N;\N;\N;\N
12872;Plinio;Codognato;\N;M;IT;1878-00-00;1940-00-00;Verona;Milan
12873;Georges Dominique;Zezzos;\N;M;IT;1883-00-00;1959-00-00;Venice;\N
12874;Mario;Moretti Foggia;\N;M;IT;1882-00-00;1954-00-00;Mantua;Macugnaga
12875;Luigi;Turolo;\N;M;IT;1875-00-00;1957-00-00;Monselice;Milan
12876;Bigio;Gerardenghi;\N;M;IT;1876-00-00;1957-00-00;Dronero;São Paulo
12877;Francesco;Domenighini;\N;M;IT;1860-00-00;1950-00-00;Breno;Brescia
12878;Ada;Sorani Sadun;\N;F;\N;\N;\N;\N;\N
12879;Cesare;Maroni;\N;M;\N;\N;\N;\N;\N
12880;Arturo;Albertazzi;\N;M;IT;1881-00-00;1917-00-00;Vogogna;Ghiffa
12881;Gloriano;Rossi;\N;M;IT;1875-00-00;\N;Milan;\N
12882;Andrea;Ponchia;\N;\N;\N;\N;\N;\N;\N
12883;Giuseppe;Amisani;\N;M;IT;1881-00-00;1941-00-00;Pavia;Portofino
12884;Giovanni Battista;Crema;\N;M;IT;1883-00-00;1964-00-00;Ferrara;Rome
12885;Angelo;Prada;\N;M;IT;1859-00-00;1934-00-00;Casalpusterlengo;Casalpusterlengo
12886;Orlando;Grossi;\N;M;\N;\N;\N;\N;\N
12887;Egidio;Riva;\N;M;IT;1866-00-00;1946-00-00;Milan;Milan
12888;Gemma;Pellegrini;\N;F;IT;1877-00-00;\N;Florence;\N
12889;Giacomo;Spini;\N;M;IT;1883-00-00;1911-00-00;Bergamo;Bergamo
12890;Willem Frederik;Andréa;\N;M;NL;1875-00-00;1952-00-00;Haarlem;Laren (Noord-Holland)
12891;Jan Cornelis;Bander;\N;M;NL;1885-00-00;1956-00-00;Amsterdam;Edam
12892;Gerard Willem;Becker;\N;M;NL;1866-00-00;\N;Vlissingen;\N
12893;Carlo Cesare;Gallo;\N;M;\N;\N;\N;\N;\N
12894;Angelo;Landi;\N;M;IT;1879-00-00;1944-00-00;Salò;Salò
12895;Lina;Zerbinati Boccardo;\N;F;\N;\N;\N;\N;\N
12896;Roberto;Borsa;\N;M;IT;1880-00-00;1965-00-00;Milan;Milan
12897;Emma;Nessi;\N;F;\N;\N;\N;\N;\N
12898;Ambrogio;Cremonesi;\N;M;\N;\N;\N;\N;\N
12899;Giovanni;Trussardi Volpi;\N;M;IT;1875-00-00;1921-00-00;Clusone;Lovere
12900;Guglielmo;Micheli;\N;M;IT;1866-00-00;1926-00-00;Livorno;Livorno
12901;Nazzareno;Orlandi;\N;M;IT;1861-00-00;1952-00-00;Ascoli Piceno;Buenos Aires
12902;Giuseppe;Ronchi;\N;M;IT;1875-00-00;1951-00-00;Brescia;Brescia
12903;Giuseppe;Cacace;\N;M;IT;1872-00-00;1909-00-00;Naples;Naples
12904;Alessandro;Abate;\N;M;IT;1872-00-00;1953-00-00;Catania;Rome
12905;Giulio;Molinari;\N;M;IT;1877-00-00;1927-00-00;Bologna;Milan
12906;Benvenuto;Ronca;\N;M;IT;1881-00-00;1944-00-00;Verona;Verona
12907;Corrado;Gabani;\N;M;IT;1872-00-00;1936-00-00;\N;\N
12908;Rina;Maluta;\N;F;IT;1868-00-00;1945-00-00;Padua;Padua
12909;Cesare;Antonelli;\N;M;IT;1857-00-00;1940-00-00;Putignano;Monopoli
12910;Nerina Da;Molin;\N;F;\N;\N;\N;\N;\N
12911;Luis;Rossignoli;\N;M;ES;\N;\N;\N;\N
12912;Serafino;Ramazzotti;\N;M;IT;1846-00-00;1920-00-00;Sozzago;Sozzago
12913;Gino De;Colle;\N;M;\N;\N;\N;\N;\N
12914;Augusto;Ortolani;\N;M;IT;1873-00-00;1959-00-00;Vicenza;Rapallo
12915;Enrico;Gallieni;\N;M;IT;\N;\N;\N;\N
12916;Lorenzo;Viviani;\N;M;\N;\N;\N;\N;\N
12917;Michiel;Bianchi;\N;\N;\N;\N;\N;\N;\N
12918;Hussein;Ali;\N;M;\N;\N;\N;\N;\N
12919;Pavel;Denisov;\N;M;\N;\N;\N;\N;\N
12920;Dydyshko;Konstantin;\N;M;\N;1876-00-00;1932-00-00;\N;Copenhagen
12921;Ivan;Zakharov;\N;M;RU;1888-00-00;1969-00-00;\N;\N
12922;P.;Kovalenko;\N;M;\N;\N;\N;\N;\N
12923;Nikolay;Kupin;\N;M;\N;1871-00-00;1942-00-00;\N;\N
12924;\N;Levin;\N;M;\N;\N;\N;\N;\N
12925;L.;Markov;\N;M;\N;\N;\N;\N;\N
12926;V.;Nikulin;\N;M;\N;\N;\N;\N;\N
12927;Petr;Rhimsha;\N;M;\N;\N;\N;\N;\N
12928;Nikolai;Triik;\N;M;EE;1874-00-00;1940-00-00;Tallinn;Tallinn
12929;V.M.;Triyk-Grekov;\N;M;\N;\N;\N;\N;\N
12930;K.;Tir;\N;M;\N;\N;\N;\N;\N
12931;D.;Yakimenko;\N;\N;\N;\N;\N;\N;\N
12932;Mirra;Alfassa;\N;F;FR;1878-00-00;1973-00-00;Paris;Puducherry
12933;Henry Leonard;Sawe;\N;M;US;1875-00-00;1961-00-00;Chicago;Santa Barbara
12934;Winnaretta de;Polignac;\N;F;US;1865-00-00;1943-00-00;New York;London
12935;Henry;Tenré;\N;M;FR;1854-00-00;1926-00-00;Saint-Germain-en-Laye;Paris
12936;Albert;Worcester;\N;M;US;1878-00-00;1935-00-00;Campton, New Hampshire;Barcelona
12937;Willy von;Beckerath;\N;M;DE;1868-00-00;1938-00-00;Krefeld;Irschenhausen
12938;Kurt;Schäfer;\N;M;DE;1886-00-00;1915-00-00;\N;\N
12939;Maria;Suk;\N;F;\N;\N;\N;\N;\N
12940;Paul;Thesing;\N;M;DE;1882-04-12;1954-12-06;Anholt;Darmstadt
12941;Karl;Junker;\N;M;DE;1850-00-00;1912-00-00;Lemgo;Lemgo
12942;Vladimir Iakovlevich;Chembers;\N;M;RU;1877-00-00;1934-00-00;Saint Petersburg;\N
12943;Ya. F.;Tsyunglinskiy;\N;M;\N;\N;\N;\N;\N
12944;S. I.;Svetoslavskiy;\N;M;\N;1857-00-00;1931-00-00;Kiev;Kiev
12945;Wilbrandus Joannes;Koppuis;Dr.;M;NL;1859-00-00;1945-00-00;Blijham;Amsterdam
12946;Jan;Kruidenier;\N;M;NL;1874-00-00;1948-00-00;Charlois;Apeldoorn
12947;Henriette;Hubregtse-Lanzing;\N;F;NL;1879-00-00;1959-00-00;Maastricht;Hague, The
12948;Daniel;Noteboom;\N;M;NL;1877-00-00;1943-00-00;Rotterdam;Leyden
12949;Genrietta;Blank;\N;F;\N;\N;\N;\N;\N
12950;\N;Bistrenin;\N;M;RU;1872-00-00;1944-00-00;Bolkhov;Sergiyev Posad
12951;Mikhail;Verner;\N;M;RU;1881-00-00;1941-00-00;Moscow;Moscow
12952;\N;Devit;\N;\N;\N;\N;\N;\N;\N
12953;\N;D.;\N;\N;\N;\N;\N;\N;\N
12954;\N;Ermann;\N;\N;\N;\N;\N;\N;\N
12955;\N;Kozminskiy;\N;M;\N;\N;\N;\N;\N
12956;M.;K-ko;\N;\N;\N;\N;\N;\N;\N
12957;Yulia;Kulbina;\N;F;\N;\N;\N;\N;\N
12958;\N;Miss;\N;\N;\N;\N;\N;\N;\N
12959;\N;Skalon;\N;\N;\N;\N;\N;\N;\N
12960;\N;Schmit-Rizhova;\N;F;\N;\N;\N;\N;\N
12961;Rostislav;Voinov;\N;M;\N;\N;\N;\N;\N
12962;V. V.;Mayakovsky;\N;M;\N;\N;\N;\N;\N
12963;Carlo;Moroni;\N;M;IT;1882-00-00;1939-00-00;Cuggiono;Milan
12964;Eugenio;Pellini;\N;M;IT;1864-00-00;1934-00-00;Marchirolo;Varese
12965;Giovanni Battista;Gianotti;\N;M;IT;1873-00-00;1928-00-00;Ciriè;\N
12966;Luigi;Bussolo;\N;M;\N;\N;\N;\N;\N
12967;Achille;Jemoli;\N;M;IT;1878-00-00;1960-00-00;Lecco;Milan
12968;Cornelia;Risi Pogliani;\N;F;IT;1877-00-00;1946-00-00;Milan;\N
12969;Guido;Caprotti;\N;M;IT;1887-00-00;1966-00-00;Monza;Balmaseda
12970;Luigi;Turati;\N;M;\N;\N;\N;\N;\N
12971;Cesare;Ravasco;\N;M;IT;1875-00-00;1943-00-00;Milan;\N
12972;G. B.;Grandi;\N;\N;\N;\N;\N;\N;\N
12973;Ambrogio;Lombardi;\N;M;IT;1887-00-00;1934-00-00;Milan;Milan
12974;Giuseppe;Maldarelli;\N;M;IT;1885-00-00;1958-00-00;Naples;Naples
12975;Savina;Boniforti;\N;F;\N;\N;\N;\N;\N
12976;Mariquita;Rigamonti;\N;F;\N;\N;\N;\N;\N
12977;Alessandro;Barbieri;\N;M;IT;1850-00-00;1931-00-00;Milan;Milan
12978;Mario;Biazzi;\N;M;IT;1880-00-00;1965-00-00;Castelverde;Cremona
12979;Giovanni;Rocco;\N;M;IT;\N;\N;\N;\N
12980;Louis de;Cœur;\N;M;\N;\N;\N;\N;\N
12981;N. De;Kessel;\N;\N;\N;\N;\N;\N;\N
12982;\N;Manu;\N;\N;\N;\N;\N;\N;\N
12983;Frits van den;Berghe;\N;M;BE;1883-00-00;1939-00-00;Ghent;Ghent
12984;Eric;Wansart;\N;M;BE;1899-00-00;1976-00-00;Uccle;Ixelles
12985;George Friedrich Ferdinand;Schiller;\N;M;NL;1886-00-00;1971-00-00;Amsterdam;Bussum
12986;F. K.;Konstantinov;\N;M;\N;\N;\N;\N;\N
12987;S. V.;Chorchop;\N;M;\N;\N;\N;\N;\N
12988;Alexei;Kokel';\N;M;UA;1880-00-00;1956-00-00;Tarkhany, Chuvashia;Kharkov
12989;Ugo;Martelli;\N;M;IT;1881-00-00;1921-00-00;Ferrara;Sirmione
12990;Luigi;Macchi;\N;M;\N;\N;\N;\N;\N
12991;Ugo;Mazzolari;\N;M;IT;1873-00-00;1946-00-00;Cremona;Milan
12992;Carlo;Erba;\N;M;IT;1884-00-00;1917-00-00;Milan;Ortigara, Monte
12993;Francesco Della;Volta;\N;M;\N;\N;\N;\N;\N
12994;Eugenio;Marana;\N;M;IT;1879-00-00;1978-00-00;Milan;Milan
12995;Aroldo;Bonzagni;\N;M;IT;1887-00-00;1918-00-00;Cento;Milan
12996;Carola De;Agostini;\N;F;IT;1878-00-00;1957-00-00;Cuggiono;Milan
12997;Nancy;Bollier;\N;F;\N;\N;\N;\N;\N
12998;Giannino;Grossi;\N;M;IT;1889-00-00;1969-00-00;Milan;Milan
12999;Benedetto;Moizo;\N;M;IT;1872-00-00;1934-00-00;\N;\N
13000;Antonio;Braschi Calippo;\N;M;IT;1872-00-00;1953-00-00;Ravenna;Bologna
13001;Paolo;Vezzoni;\N;M;\N;\N;\N;\N;\N
13002;Ugo;Bernasconi;\N;M;AR;1874-00-00;1960-00-00;Buenos Aires;Como
13003;Luigi;Monzini;\N;M;\N;\N;\N;\N;\N
13004;Augusto;Laforêt;\N;M;IT;1881-00-00;1970-00-00;Milan;Milan
13005;Italo;Josz;\N;M;IT;1878-00-00;1942-00-00;Florence;Milan
13006;Silvio;Baffini;\N;M;\N;\N;\N;\N;\N
13007;Gianni;Barrella;\N;M;\N;\N;\N;\N;\N
13008;Albino;DalCastagné;\N;M;IT;1877-00-00;1952-00-00;Torcegno;Clusone
13009;Lino;Luraschi;\N;M;\N;\N;\N;\N;\N
13010;Ugo;Piatti;\N;M;IT;1888-00-00;1953-00-00;Milan;Milan
13011;Siro;Penagini;\N;M;IT;1885-00-00;1952-00-00;Milan;Solcio di Lesa
13012;Adriana;Bisi Fabbri;\N;F;IT;1881-00-00;1918-00-00;Ferrara;Travedona
13013;Mario;Chiattone;\N;M;CH;1891-00-00;1957-00-00;Bergamo;Lugano
13014;Leonardo;Dudreville;\N;M;IT;1885-00-00;1975-00-00;Venice;Ghiffa
13015;Alma;Fidora;\N;F;IT;1894-00-00;1980-00-00;Milan;Milan
13016;Achille;Funi;\N;M;IT;1890-00-00;1972-00-00;Ferrara;Appiano Gentile
13017;Marcello;Nizzoli;\N;M;IT;1887-00-00;1969-00-00;Boretto;Genoa
13018;Antonio Giovanni;Possamai;\N;M;IT;1890-00-00;1964-00-00;Pieve di Soligo;Monselice
13019;Antonio;Sant'Elia;\N;M;IT;1888-00-00;1916-00-00;Como;Monfalcone
13020;V.K.;Tsarevskaya;\N;F;\N;\N;\N;\N;\N
13021;L. M.;Gorodetsky;\N;M;\N;\N;\N;\N;\N
13022;A. L.;Dunichev-Andreyev;\N;M;\N;\N;\N;\N;\N
13023;N. N.;Krukovskaya;\N;F;\N;\N;\N;\N;\N
13024;L.;Gerst-Ryzhova;\N;F;\N;\N;\N;\N;\N
13025;N. A.;Shmit;\N;\N;\N;\N;\N;\N;\N
13026;H.;Wegewijs;\N;M;\N;\N;\N;\N;\N
13027;M. P.;Denisov;\N;M;\N;\N;\N;\N;\N
13028;Thomasine Adrienne;Cornelder-Doffegnies;\N;F;NL;1865-00-00;1937-00-00;Zevenaar;Nijmegen
13029;V. P.;Matveyev;\N;M;\N;\N;\N;\N;\N
13030;O.R.;Sukovkina;\N;F;\N;\N;\N;\N;\N
13031;Richard Roland;Holst;\N;M;NL;1868-00-00;1938-00-00;Rotterdam;Bloemendaal
13032;Evgeniy;Bukovetsky;\N;M;UA;1866-00-00;1948-00-00;Odessa;Odessa
13033;Emelyan;DELETE Girshfeld;\N;M;\N;\N;\N;\N;\N
13034;N.;Zarubin;\N;M;\N;\N;\N;\N;\N
13035;Vladimir;Sause;\N;M;\N;1859-00-00;1939-00-00;Saint Petersburg;Odessa
13036;Pavel;Zelmanov;\N;M;\N;\N;\N;\N;\N
13037;Stepan;Kolesnikov;\N;M;UA;1879-00-00;1955-00-00;Adrianopil;Belgrade
13038;\N;Silvestrov;\N;M;\N;\N;\N;\N;\N
13039;Robert;Tilberg;\N;M;\N;\N;\N;\N;\N
13040;Rosa;Feinstein;\N;F;\N;\N;\N;\N;\N
13041;Boris;Aegis;\N;M;\N;1869-00-00;1947-00-00;\N;\N
13042;Boris;Edwards;\N;M;RU;1860-00-00;1924-00-00;Odessa;Malta
13043;Mikhail;Yakovlev;\N;M;RU;1880-00-00;1942-00-00;Mikhaylov;Tbilisi
13044;Carel Adolph Lion;Cachet;\N;M;NL;1864-00-00;1945-00-00;Amsterdam;Vreeland
13045;Domenico;Bruschi;\N;M;IT;1840-00-00;1910-00-00;Perugia;Rome
13046;Nino;Carnevali;\N;M;IT;1849-00-00;1916-00-00;Rome;Terni
13047;Giuseppe;Cellini;\N;M;IT;1855-00-00;1940-00-00;Rome;Rome
13048;Erulo;Eroli;\N;M;IT;1854-00-00;1916-00-00;Rome;Rome
13049;Giuseppe;Ferrari;\N;M;IT;1843-00-00;1905-00-00;Rome;Rieti
13050;Ettore;Roesler Franz;\N;M;IT;1845-00-00;1907-00-00;Rome;Rome
13051;Mario;Spinetti;\N;M;IT;1848-00-00;1925-00-00;Rome;\N
13052;Vivian;Burton;\N;F;\N;\N;\N;\N;\N
13053;Florence May;Campbell;\N;F;\N;\N;\N;\N;\N
13054;James Bell;Anderson;\N;M;GB;1886-00-00;1938-00-00;Edinburgh;Glasgow
13055;Elizabeth M.;Chettle;\N;F;GB;\N;\N;\N;\N
13056;Samuel;Reid;\N;M;GB;1854-00-00;1919-00-00;Aberdeen;\N
13057;Charles Cutts;Elmhirst;\N;M;GB;1872-00-00;1937-00-00;\N;\N
13058;Frederick Colin;Tilney;\N;M;GB;1870-00-00;1951-00-00;Holborn;\N
13059;Ernest Pile;Bucknall;\N;M;GB;1861-00-00;1935-00-00;Liverpool;\N
13060;Lily;Christie;\N;F;SE;1861-00-00;1948-00-00;Västerås;London
13061;Idonea;La Primaudaye;\N;F;\N;\N;\N;\N;\N
13062;Clarence Montfort;Gihon;\N;M;US;1871-00-00;1929-00-00;Philadelphia;Dax
13063;Grace;Canedy;\N;F;US;1869-00-00;1965-00-00;Wauconda;Laguna Beach
13064;Monsha;Bastian;\N;F;\N;\N;\N;\N;\N
13065;William Wilfred;Cave;\N;M;GB;1879-00-00;1962-00-00;Altrincham;\N
13066;Carr;Armstrong;\N;\N;\N;\N;\N;\N;\N
13067;Frank;Brooks;\N;M;GB;1854-00-00;1937-00-00;Salisbury;Hampshire
13068;Louis;Kronberg;\N;M;US;1872-00-00;1965-00-00;Boston;Palm Beach
13069;Hubert;Schröder;\N;M;GB;1867-00-00;1940-00-00;Rickmansworth;\N
13070;Théodore Jacques;Ralli;\N;M;FR;1852-00-00;1909-00-00;Istanbul;Lausanne
13071;Bertha;Newcombe;\N;F;GB;1857-00-00;1947-00-00;Hackney;Petersfield
13072;Horace van;Ruith;\N;M;RU;1840-00-00;1923-00-00;Saint Petersburg;Acton, London
13073;Oliver;Ainsley;\N;M;\N;\N;\N;\N;\N
13074;Richard;Stone;\N;M;\N;\N;\N;\N;\N
13075;Rose Aspinall;Syers;\N;F;GB;1850-00-00;1932-00-00;\N;Clapham Common
13076;Ignacy;Pieńkowski;\N;M;PL;1877-00-00;1948-00-00;Dołubowo;Cracow
13077;Mary;Hector;\N;F;GB;\N;\N;\N;\N
13078;Marion;Gemmell;\N;F;\N;\N;\N;\N;\N
13079;John Kelt;Edwards;\N;M;GB;1875-00-00;1934-00-00;Blaenau Ffestiniog;Ceinewydd
13080;Mary;Swanzy;\N;F;GB;1882-00-00;1978-00-00;Dublin;London
13081;L.;Block;\N;\N;\N;\N;\N;\N;\N
13082;Edward;Slocombe;\N;M;GB;1850-00-00;1915-00-00;London;\N
13083;Margaret;Bassford;\N;F;GB;\N;\N;\N;\N
13084;Agnes;Gilmore;\N;F;GB;\N;\N;\N;\N
13085;Petr;Afanasyev;\N;M;RU;1866-00-00;1960-00-00;\N;Moscow
13086;Alexandr;Vengrzhinovskij;\N;M;\N;\N;\N;\N;\N
13087;Alexei;Grot;\N;M;\N;\N;\N;\N;\N
13088;Lyubov';Gubina;\N;F;\N;\N;\N;\N;\N
13089;Andrey;Dmitriev;\N;M;RU;1893-00-00;1921-00-00;Moscow;Moscow
13090;Leonid;Egorov;\N;M;\N;\N;\N;\N;\N
13091;Konstantin;Zaycev;\N;M;\N;\N;\N;\N;\N
13092;Nikolay;Karetnikov;\N;M;RU;1884-00-00;1942-00-00;\N;\N
13093;Nikolay;Kornilov;\N;M;\N;\N;\N;\N;\N
13094;Kuprian;Kuprianov;\N;M;\N;\N;\N;\N;\N
13095;Eva;Cordes;\N;F;\N;\N;\N;\N;\N
13096;Lyubov';Letnikova;\N;F;\N;\N;\N;\N;\N
13097;Olga;Natalyina;\N;F;RU;1878-00-00;\N;\N;Gurzuf
13098;Dmitriy;Orlov;\N;M;RU;1883-00-00;1946-00-00;Novocherkassk;Moscow
13099;Petr;Sangursky;\N;M;\N;\N;\N;\N;\N
13100;Vasiliy;Sveshnikov;\N;M;\N;\N;\N;\N;\N
13101;P. L.;von Fessing;\N;M;\N;\N;\N;\N;\N
13102;Petr Ivanovich;Cheshuin;\N;M;\N;\N;\N;\N;\N
13103;Mariya;Chizhova;\N;F;\N;\N;\N;\N;\N
13104;Nikolay;Sharikov;\N;M;\N;\N;\N;\N;\N
13105;M.;Gankin;\N;\N;\N;\N;\N;\N;\N
13106;E.;Zivarts;\N;\N;\N;\N;\N;\N;\N
13107;M. F.;Martynov;\N;M;\N;\N;\N;\N;\N
13108;V. V.;Mate;\N;\N;\N;\N;\N;\N;\N
13109;A. A.;Mitnikov;\N;M;\N;\N;\N;\N;\N
13110;L.;Ovsyannikov;\N;M;\N;\N;\N;\N;\N
13111;V. I.[?];Levitskiy;\N;M;\N;\N;\N;\N;\N
13112;Oskar;Meshaninov;\N;M;\N;\N;\N;\N;\N
13113;Elizabeth Helen;Buchanan;\N;F;\N;\N;\N;\N;\N
13114;Kate;Ruskin Coughtrie;\N;F;GB;1870-00-00;1964-00-00;Hong Kong;Grangemouth
13115;Walter Follen;Bishop;\N;M;GB;1856-00-00;1936-00-00;Liverpool;Saint Hélier
13116;George E.;Hendry;\N;\N;GB;\N;1916-00-00;\N;\N
13117;Roderick D.;MacKenzie;\N;M;US;1865-00-00;1941-00-00;London;Mobile, Alabama
13118;Arthur Paine;Garrat;\N;M;GB;1873-00-00;1955-00-00;London;\N
13119;John;Cameron;\N;M;US;1830-00-00;1876-00-00;Great Britain;\N
13120;Caroline Emily;Gray Hill;\N;F;GB;1843-00-00;1924-00-00;Tottenham;\N
13121;Winifred;Chambers;\N;\N;\N;\N;\N;\N;\N
13122;A. H.;Hannay;\N;F;\N;\N;\N;\N;\N
13123;Reginald Grenville;Eves;\N;M;GB;1876-00-00;1941-00-00;London;Middleton in Teesdale
